1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
-68763.16,7689.148,-555.8837,-33.74093,-165.2828,-76.53809,-50.07655,-47.85219,-17.21388,-55.11906,37.49831,49.4827,6.429421,4.7431,-68.38468,E.C.=3.2.1.17
-68918.22,7727.078,-551.3523,-37.57588,-182.9345,-84.68515,-51.53998,-49.25993,-21.77387,-59.65443,39.83687,39.24635,1.147322,3.730771,-81.08177,E.C.=3.2.1.17
-68861.08,7789.253,-577.1997,-20.34934,-171.9771,-69.72097,-47.58999,-58.29213,-26.76103,-57.96209,38.64932,32.01895,-5.927987,14.27553,-86.31301,E.C.=3.2.1.17
-68915.61,7741.935,-556.0473,-27.60112,-177.6195,-75.02553,-51.81311,-57.83667,-34.13901,-58.60783,41.95906,37.39200,3.556138,12.50953,-79.00333,E.C.=3.2.1.17
-70809,7908.86,-543.975,12.73146,-173.4390,-51.84821,-52.06095,-56.36612,-65.0142,-53.4871,50.07842,63.76949,9.156903,10.99297,-114.7936,E.C.=3.2.1.17
-67854.83,7863.464,-811.4085,-16.04521,-225.7233,-115.0842,2.344394,-51.67818,-54.2937,-49.90261,70.40665,48.02779,12.26842,24.46891,-62.67224,E.C.=3.2.1.17
-67013.71,7776.172,-726.2176,-28.33104,-224.9787,-107.7833,-23.21527,-41.58026,-45.61446,-20.72255,46.64092,49.26142,2.908715,31.66167,-45.69974,E.C.=3.2.1.17
-66305.45,7746.182,-807.6193,-10.51581,-274.3636,-114.2471,-6.371418,-53.60222,-29.95346,-54.20217,46.06814,37.78403,1.673024,8.570769,-55.5529,E.C.=3.2.1.17
-66500.95,7819.215,-802.433,-21.87467,-247.5438,-120.7675,-5.912759,-56.14634,-19.77671,-65.17388,46.23787,34.13258,26.31921,36.44722,-47.15755,E.C.=3.2.1.17
-69525.51,7846.124,-534.2256,4.798728,-147.0242,-63.30795,-42.26893,-39.36878,-40.74415,-35.53702,60.45439,41.04872,18.84735,12.01301,-46.00972,E.C.=3.2.1.17
-68963.11,7729.433,-526.3237,-40.75885,-168.1962,-81.13376,-48.10055,-59.17298,-44.00407,-55.66967,42.38285,36.2917,3.342378,-0.4677464,-70.78037,E.C.=3.2.1.17
-68779.68,7622.973,-469.2913,-46.93578,-159.0806,-104.2285,-48.49127,-55.11172,-33.47132,-64.95081,47.03034,37.51047,-0.987937,-3.525201,-74.46684,E.C.=3.2.1.17
-68876.3,7679.24,-501.8847,-40.96923,-155.1231,-92.54332,-53.0633,-53.33625,-28.52692,-50.83231,53.6481,37.11651,8.738548,-0.003884077,-67.57379,E.C.=3.2.1.17
-36028.86,6320.552,-448.0925,-57.86009,-11.94058,36.09217,14.05529,37.82444,-18.48065,-25.33553,5.042691,6.307671,-11.44985,-0.4411151,-43.12446,E.C.=2.7.10.2
-273444.5,-742.2716,235.4026,261.6765,111.0961,-390.9151,-131.7667,-32.64604,-121.9632,121.4952,-36.52771,-13.38272,-18.61570,18.0125,-87.05701,E.C.=5.3.1.5
-97985.44,6625.344,-240.0451,-205.0154,-139.9066,-203.6787,1.684147,-3.683861,48.6693,76.82432,24.9325,-2.981854,8.798801,0.8470175,-33.97016,E.C.=2.5.1.18
-127612.6,9209.952,843.9301,-159.9927,-82.31607,134.5542,100.1478,50.32426,-30.45238,36.13491,4.667811,6.003951,-23.73219,-0.2288431,78.98728,E.C.=3.4.21.4
-127658.2,9367.92,847.8673,-253.7378,-45.50689,161.2609,84.95959,45.16327,8.446918,41.67112,1.259923,2.778772,-12.73596,3.208325,108.7443,E.C.=3.4.21.4
-133028.6,8966.737,1025.221,-254.1466,38.04383,114.2808,139.6568,59.24534,-21.35146,35.0936,33.60653,21.43499,-12.55344,1.362379,69.3877,E.C.=3.4.21.59
-133305.2,9105.842,1058.474,-274.799,49.44845,129.3794,141.3098,64.59643,-28.75491,41.4739,23.86220,31.6436,-14.70401,-2.170291,60.88392,E.C.=3.4.21.59
-17201.17,4716.323,-611.9035,-219.0691,40.44714,24.71914,-21.92943,18.45152,-17.87929,-14.93650,-11.28504,-12.13163,2.222095,-28.46294,-5.998235,E.C.=2.7.13.3
-269053.9,6799.092,-205.9611,110.5034,4.970507,80.2456,-8.037593,15.47912,-3.477291,116.5269,-82.08323,13.24581,-5.98659,144.3050,-13.11619,E.C.=3.4.11.9
-50221.46,7206.735,-1725.557,892.35,3.139208,27.89372,-129.5789,-81.47586,-67.03483,6.441168,37.75511,20.49743,-45.32042,44.91423,81.60872,E.C.=3.1.3.16
-36495.45,6231.642,-395.6808,-52.44072,10.53684,20.96112,14.52687,36.90446,-11.90039,-7.997294,-3.817238,7.136037,-14.47838,8.66269,-33.02637,E.C.=2.7.10.2
-35916.80,6224.497,-423.0361,-55.42069,1.733211,33.64356,13.47634,34.6553,-10.74726,-16.27451,2.25011,3.581356,-9.525217,8.682454,-33.26642,E.C.=2.7.10.2
-46420.02,7310.198,-853.7072,-103.2085,-77.64625,49.06225,35.49844,-61.80876,-15.65892,1.927047,56.01951,-4.280125,73.25816,33.57948,-13.85441,E.C.=3.1.1.4
-46065.78,7236.09,-907.175,-67.94597,-56.74923,43.99712,35.57792,-57.39107,2.863850,3.880967,59.88914,-0.7756353,50.32923,-2.645598,-4.539099,E.C.=3.1.1.4
-898.5431,396.6075,-194.5896,95.6083,19.3288,-29.86206,2.358578,3.292510,-3.760829,-0.9351234,0.1386643,0.1245102,2.113792,0.1284823,2.103033,E.C.=3.4.21.5
-55401.06,7032.562,-352.8164,112.7585,62.14166,-50.08162,59.4536,-16.02319,20.76455,-32.49644,6.728422,21.06819,-9.665124,2.818073,-26.13512,E.C.=3.1.31.1
-55430.07,7046.427,-360.2655,106.6153,62.76392,-47.82457,60.15051,-20.00431,30.14412,-28.60772,5.742186,19.0854,-12.918,-5.287597,-28.00401,E.C.=3.1.31.1
-452522.6,-11367.45,-1444.820,211.8007,283.0374,-38.81208,233.6960,4.960296,106.4805,-156.6151,-126.5372,64.85297,125.0239,-120.0957,18.58868,E.C.=1.4.3.21
-452653.4,-11315.32,-1445.365,221.4110,280.0297,-47.94084,238.2934,15.62030,103.9100,-139.5547,-104.7485,54.3409,126.6672,-113.5853,0.7114282,E.C.=1.4.3.21
-122291.4,7934.803,659.7225,292.5806,-102.3523,108.8844,-81.24169,6.512194,-104.5518,6.971144,-96.58778,33.26718,-8.931243,29.26588,-77.3135,E.C.=3.4.19.3
-32506.85,5921.444,-483.3225,-355.2865,26.78511,-41.26208,45.72108,47.2962,0.1222138,-38.48725,-30.78509,-24.43738,6.582112,-0.08224205,3.812503,E.C.=3.4.23.16
-243140.7,6554.778,-2929.838,-5.46675,199.4851,-25.88403,-130.5017,-54.743,-249.9545,93.49333,63.7428,58.99328,51.00382,41.9484,11.10997,E.C.=5.99.1.2
-273268.1,937.2562,-626.2765,577.0217,229.1534,189.8861,235.5101,-79.448,-51.80799,-34.80449,-52.83603,-77.82962,18.40761,-114.5242,-44.93693,E.C.=3.2.1.4
-66604.77,8819.75,-129.6386,-122.43,-31.86132,138.8374,2.458287,-34.63021,-52.4774,7.97541,3.483218,-13.95925,-24.03713,-19.74329,14.64545,E.C.=2.7.1.69
-77402.51,7628.731,32.07359,-59.84702,-25.15828,-62.26764,5.462386,23.59529,-43.56953,-21.28394,-39.36786,-5.064875,-2.943480,-18.69398,-5.556195,E.C.=2.4.2.9
-131854.8,8261.066,1046.971,-246.1113,-138.7915,95.45196,80.01032,83.13717,-51.63801,17.41392,-31.55259,8.73458,-62.81458,0.7910579,34.53578,E.C.=3.4.21.5
-902.6448,404.5115,-196.0430,80.09759,-2.706395,-7.468037,5.852326,1.693434,-0.08747028,1.018464,1.311308,-4.906708,2.844131,-0.834727,-1.759564,E.C.=3.4.22.29
-55202.22,6879.855,-338.4128,99.93512,68.82283,-52.19691,51.81515,-14.08771,36.71607,-29.26534,14.73462,12.93595,-3.488574,2.552558,-34.8044,E.C.=3.1.31.1
-335527.9,-1031.234,-307.4092,192.3168,-257.5133,135.9274,-16.14028,101.2624,100.9002,-70.62171,45.15692,-14.01695,68.76615,-22.68009,-3.699491,E.C.=2.7.1.40
-130554.2,7856.9,1019.428,-217.6296,-156.4896,72.27537,72.55737,88.44401,-50.65175,21.65897,-61.92326,-26.54509,-48.56832,-0.5224172,24.17529,E.C.=3.4.21.5
-164091.4,3805.154,-674.7603,-386.5612,43.19274,-187.9947,-10.24828,-59.88889,28.42038,-45.50063,-72.49003,1.441976,20.74304,-47.95699,-20.37494,E.C.=6.3.2.6
-378186.7,-4402.925,40.54405,227.2329,-188.0272,-67.55895,73.13666,-98.07254,-55.37742,-120.8439,-22.13693,140.8347,24.38065,-55.48075,-44.70895,E.C.=2.7.1.40
-300705.1,-4352.515,401.1904,401.0916,915.4406,-463.9627,82.5454,-51.47688,-77.79153,85.39041,93.4516,-38.08928,-100.2529,-38.32593,63.33556,E.C.=1.11.1.6
-300747.8,-4357.251,427.2463,419.2408,901.7675,-473.1978,105.0666,-49.63618,-93.06966,87.15536,108.4060,-36.65375,-106.1026,-40.01670,55.56304,E.C.=1.11.1.6
-239996.6,2362.946,592.6618,-57.40209,-306.1284,6.814247,-42.72854,-169.3927,-4.34318,26.69610,-128.6875,-38.76291,109.4668,-1.458216,-45.48038,E.C.=3.5.4.4
-239214.1,2305.633,585.5753,-76.78088,-314.1145,-3.645418,-66.77401,-180.9796,-22.17880,34.78123,-139.8042,-61.26047,97.30052,-7.449838,-45.05340,E.C.=3.5.4.4
-285639.2,1164.663,1154.793,102.0925,-25.70169,157.7647,340.7267,99.10766,102.4473,127.8805,-22.05286,-53.76114,6.288495,-6.289109,-40.33657,E.C.=3.2.1.18
-285662.1,1208.935,1173.676,111.2473,-6.488607,169.6693,325.6774,106.9003,119.5066,125.9429,-16.73581,-59.55949,-17.05610,-31.99015,-54.89359,E.C.=3.2.1.18
-354784.4,1493.907,609.5971,284.5209,60.09749,514.5035,-167.7096,57.38092,193.2160,-95.88296,-14.35745,-93.62367,-129.5937,-25.02114,-16.28493,E.C.=1.2.1.8
-353166.4,2118.162,85.82721,269.8717,155.7897,581.0857,-118.4582,-52.50439,219.973,-122.3594,60.98139,10.40052,-28.93287,-35.66274,33.80195,E.C.=1.2.1.3
-90716.6,8214.651,307.4256,89.17776,149.6219,12.68289,123.1778,-38.44071,39.26343,-24.63531,-3.704066,-20.37741,-19.06640,23.22574,39.12401,E.C.=5.2.1.8
-281753.5,772.2158,1087.516,465.2793,-162.7289,-0.5243303,-53.5651,-62.85789,-127.8877,-75.48924,36.10998,3.828951,-85.41945,-44.5062,-126.2053,E.C.=4.2.1.20
-230481.0,4752.693,490.8044,73.8358,-103.6656,175.0584,-57.18868,-114.2211,22.06160,74.0717,45.94355,-18.13477,122.8464,-71.22694,39.47589,E.C.=4.1.2.13
-442390.3,-6217.684,1106.933,220.6216,-15.76269,95.03634,356.5174,-207.7210,40.28826,42.35831,79.49967,-25.14118,-100.6045,-111.75,3.949856,E.C.=3.5.1.5
-28258.57,4989.426,-646.8385,96.68423,39.2256,13.10186,29.19128,48.33191,-19.29145,-12.40820,27.37222,-15.30310,2.675721,-16.07441,-33.26203,E.C.=3.5.1.5
-46080.82,6744.76,-982.015,35.36943,-65.94561,62.59326,41.97395,16.06369,21.47648,-16.65855,-2.114603,-32.97717,-32.24453,2.828386,5.145144,E.C.=3.1.27.5
-160184.6,6617.866,616.7348,-97.80793,-274.9086,-160.0955,33.69499,-24.23311,-69.04735,50.2487,29.19958,29.02585,-48.04816,-7.608665,12.31466,E.C.=4.2.1.20
-364700,-1155.193,-736.8207,92.11649,-235.1955,29.88825,98.54983,-101.1526,-20.97112,-196.9984,-4.970482,145.6464,54.60687,-20.01159,-65.1399,E.C.=2.7.1.40
-377944.1,-4346.773,-77.83643,223.7852,-212.2780,-53.87196,88.83146,-103.5417,-31.91875,-152.2212,9.968139,164.2523,-6.701365,-107.0036,-74.56299,E.C.=2.7.1.40
-375263.3,-3916.804,-161.3121,265.2849,-192.3313,-21.38476,54.66805,-97.11334,-66.0359,-103.6354,18.51914,150.8014,20.95792,-113.5795,-39.80316,E.C.=2.7.1.40
-170569.1,5859.716,1193.549,51.9596,-21.66554,-0.7076953,-154.598,60.69109,-101.0334,-119.1403,6.258538,-31.79859,6.243595,-55.53896,69.00451,E.C.=3.1.3.48
-181423.4,5779.843,486.3447,102.7986,152.2646,20.13727,-139.8339,-57.45591,93.72896,-127.2779,65.76511,-49.22916,60.04925,-32.14442,-35.8005,E.C.=1.1.1.27
-132265.6,8415.193,1012.930,-217.4382,-144.1695,114.8778,71.04266,92.8557,-50.01817,16.52778,-10.48772,3.111159,-37.88025,-4.054464,25.41038,E.C.=3.4.21.5
-789.371,372.2211,-204.4367,112.0985,15.83516,-24.15118,2.829936,1.961421,-3.473566,-0.3104541,-1.348796,-0.48869,1.901018,0.4825037,4.03305,E.C.=3.4.21.5
-72387.62,6943.526,-597.1504,-13.74332,-111.0987,-39.7754,-52.92756,34.78151,-59.53408,-32.0351,5.034172,9.482637,18.76504,40.05297,39.61684,E.C.=3.1.27.9
-72394.58,6766.224,-578.4579,2.627571,-207.3151,-109.4271,-23.71030,48.02067,-78.85687,-42.5085,0.5506215,1.49997,14.69217,3.628535,17.00438,E.C.=3.1.27.9
-272656.9,2149.972,871.6147,684.3925,186.3901,117.9672,-147.0638,46.34253,-51.63506,-85.4858,85.92633,38.50119,-115.6442,-109.1665,-1.769891,E.C.=3.3.1.1
-99504.23,8942.069,-688.6136,-134.7857,-110.5283,91.63832,-25.26766,83.3085,-44.80382,-100.7343,1.844303,15.15805,40.87054,7.910318,-22.3727,E.C.=2.7.10.2
-32410.77,5841.398,-462.4674,-364.9671,16.57209,-62.55689,27.54842,59.12522,6.371615,-39.84470,-6.205863,-9.750029,18.50715,13.14719,-10.48357,E.C.=3.4.23.16
-16022.16,3915.535,-626.884,-62.13894,-42.76607,-4.895976,-24.83288,-0.8254092,7.292111,-2.355362,-3.962077,-16.44042,-9.149495,7.365392,6.017174,E.C.=3.4.23.16
-100779,6905.09,-629.3624,277.6656,95.76827,-134.1967,6.240856,-33.79199,6.030806,17.72736,19.61475,3.707736,-0.09862332,14.89011,33.36925,E.C.=3.5.4.16
-100810.9,6899.395,-621.5905,271.1757,92.91279,-133.1559,0.612304,-37.2219,10.88670,14.62249,24.15444,-2.920199,5.448634,4.486503,38.63075,E.C.=3.5.4.16
-100719.4,6915.873,-620.5413,274.5078,98.50398,-133.6508,1.797778,-32.91935,6.370033,8.749815,17.95738,-5.359151,-3.097119,4.467693,28.50682,E.C.=3.5.4.16
-175530.6,6472.994,999.8018,-16.77608,-0.6275495,-81.92996,-23.61713,-31.51712,35.75442,-20.40189,-14.96869,-17.00830,19.9533,17.26014,-48.15776,E.C.=1.11.1.10
-135585.3,8125.074,973.3005,-163.0612,-85.09039,-26.01333,-3.409177,53.6189,-3.637417,-67.97005,-42.13638,8.447016,50.69008,15.52494,-29.49621,E.C.=3.5.2.6
-133234.0,8188.214,948.9012,-196.4456,-27.86675,-15.82858,-21.74953,64.73636,-26.62989,-43.31456,-16.65244,13.56002,47.02119,-10.26155,-15.74747,E.C.=3.5.2.6
-58005.21,7024.585,-287.9239,22.38646,-27.42885,14.90328,-63.63516,47.42539,-5.049278,-52.52511,-5.465941,-20.55931,4.510522,20.95162,-5.854645,E.C.=2.4.2.22
-59967.8,6769.133,-179.7737,85.35812,-8.995069,-5.465362,-80.84005,74.71965,-8.00656,-37.79692,-9.535587,-29.49364,5.291159,31.57249,-17.62734,E.C.=2.4.2.22
-47488.62,7021.425,-396.4222,-13.70206,30.86082,35.81225,-43.07826,18.99322,-6.393824,-35.72404,-12.10981,-22.98037,-4.508769,-10.76973,-21.04677,E.C.=2.4.2.22
-47295.96,6968.862,-324.9251,-72.33942,38.80281,40.89721,-42.39606,18.47780,7.748466,-21.98600,-16.28391,-19.41451,21.34182,13.09041,2.036226,E.C.=2.4.2.22
-100922.8,6813.904,-573.7318,315.4383,97.68663,-131.6861,2.603381,-43.19818,30.4331,2.497345,23.99020,10.92260,32.82322,-7.89551,54.35969,E.C.=3.5.4.16
-100926.7,6837.279,-574.6148,313.0556,104.3390,-129.1659,-2.959387,-43.88337,32.55832,-5.17086,26.62937,7.82009,19.73359,-8.095165,51.87923,E.C.=3.5.4.16
-100922.9,6815.454,-561.1225,314.421,105.7510,-133.2923,4.644271,-44.84251,29.06155,-4.77612,26.22614,12.60667,24.43504,-12.50832,54.83302,E.C.=3.5.4.16
-100928.9,6830.51,-565.5285,313.3490,107.2301,-128.9965,0.4777404,-45.01226,30.90717,-4.368816,25.8817,10.05828,22.65317,-12.76078,47.80267,E.C.=3.5.4.16
-100926.5,6834.81,-573.645,313.7932,106.2587,-132.7180,2.505936,-44.47211,38.30174,-1.578703,28.99595,11.20392,26.71477,-4.560249,49.42853,E.C.=3.5.4.16
-32429.61,5818.211,-436.9858,-353.2217,35.0184,-57.77486,30.25887,61.85826,-0.6488478,-36.93141,-22.77653,-14.93240,11.60612,-13.23078,-5.959355,E.C.=3.4.23.16
-258856.6,5095.442,1067.057,-84.02393,31.77504,14.74508,37.29888,102.2819,-38.23989,60.3793,86.11947,112.4358,-4.357033,84.50795,124.1934,E.C.=6.3.5.5
-285061.3,5313.316,541.6284,50.25129,-485.4942,1.882591,44.03425,59.8515,-20.15617,37.90232,56.80305,-66.98023,-25.13327,63.96309,-18.79727,E.C.=4.1.1.39
-42068.01,5315.033,-450.8778,45.11474,-39.99871,-18.62071,-15.81952,40.03755,-70.67424,-24.7321,35.21737,-18.76440,7.708891,-32.73641,2.762169,E.C.=4.1.1.39
-178296.3,4444.932,554.4625,0.355166,-337.2497,-135.6044,101.2995,-67.11762,-0.7383822,69.4605,39.32639,-44.95182,1.953162,-16.14981,-58.62247,E.C.=1.11.1.5
-264913.1,2503.978,629.8993,-32.45735,355.6594,-37.92442,-118.6443,183.9290,-143.4572,113.9774,160.8585,83.41827,179.9795,-17.12989,-36.66589,E.C.=2.6.1.1
-38669.7,6050.438,-258.3803,23.45962,114.9409,1.401464,44.39778,9.481964,-54.00249,-13.03717,7.553845,32.05669,80.20652,7.615993,15.91521,E.C.=2.7.10.2
-79328.5,7824.417,-473.9934,-114.9614,18.16454,-30.43356,-8.101199,-36.42655,-16.58167,-75.58655,-1.712265,-1.917090,-17.48833,-42.21832,66.61944,E.C.=4.6.1.1
-178270.4,4421.057,555.7602,3.011053,-333.2388,-141.8983,104.3904,-69.41538,0.9805168,67.25178,34.82965,-34.31612,5.857485,-15.95976,-61.73082,E.C.=1.11.1.5
-149185.8,8632.714,1267.980,-208.1951,-19.27827,88.73742,117.9158,54.12709,-28.55505,-58.3924,-16.28352,83.2952,-41.36212,0.07926272,24.14029,E.C.=3.4.21.1
-399672.5,-6485.385,956.754,72.29473,45.23672,110.5957,60.24893,59.10293,22.43261,-51.36828,192.1822,135.4652,-32.5124,-42.63393,-70.09638,E.C.=3.1.1.7
-190220.5,6356.461,1004.035,-116.8388,-91.31781,-13.01842,-103.3787,110.1086,-38.67179,40.88177,-64.3741,-1.63062,2.258138,52.338,-82.3174,E.C.=2.1.3.2
-154041.7,5289.623,-138.5627,312.4655,-418.615,27.37759,10.72087,-34.59400,46.87377,59.38559,4.817197,-4.011517,-10.48481,13.12586,60.64058,E.C.=2.5.1.15
-257994.4,5335.519,1078.880,156.0919,71.52467,359.4988,-23.64865,9.570393,-36.27373,-89.18634,-101.6931,14.93507,44.07491,-26.36315,23.34001,E.C.=1.1.1.1
-286324.7,1591.408,1087.492,-225.4699,332.5024,-86.01208,-68.67795,25.86391,63.62631,91.53138,-19.16598,36.78176,-21.71511,-27.23901,14.79216,E.C.=6.3.4.4
-23094.44,4347.35,-735.7532,65.94913,48.28953,49.7561,22.92031,18.91297,-15.19928,20.97259,-2.977246,-32.91138,10.11718,-8.371427,18.42167,E.C.=2.1.1.63
-245313.3,1816.367,965.6366,240.0888,-47.45925,152.7866,-177.6882,-42.61485,-55.97513,-8.88877,-17.58690,-79.33158,88.075,-9.235243,-48.0569,E.C.=4.1.2.13
-239765.2,2960.839,416.9208,101.092,-73.43116,137.1622,-109.9766,-65.9859,-45.85502,41.21322,33.63724,-62.66749,44.16806,-60.61712,-29.88385,E.C.=4.1.2.13
-232778.4,8491.187,-801.804,29.0659,-25.60430,128.1061,-163.5462,14.82122,-11.36222,-131.1513,-47.58211,-1.838111,-60.00852,44.94506,-24.13165,E.C.=6.1.1.21
-133883.8,7983.777,1032.350,-190.7440,-156.6952,95.562,65.9114,93.21408,-34.27022,12.37512,-50.4164,28.58426,-26.14452,-0.09155552,36.38594,E.C.=3.4.21.5
-178060.3,4326.157,548.9615,-5.940202,-327.6428,-138.8078,106.3953,-46.96136,-11.45760,82.56443,41.14088,-22.96194,-15.72389,-20.64265,-66.73243,E.C.=1.11.1.5
-55395.19,7027.981,-351.5588,115.7892,69.01559,-50.42371,59.27301,-17.88749,23.06223,-31.77358,7.921522,13.93658,-10.5494,-6.117332,-29.05296,E.C.=3.1.31.1
-278865.7,2489.408,596.28,-152.9745,-88.19114,-282.6057,180.9226,158.7569,-168.9186,-88.48797,-57.48043,-10.01683,-50.56704,-36.33310,82.02431,E.C.=3.4.24.68
-48182.37,4913.657,-390.6227,281.0228,-61.93139,-11.03879,77.84595,57.85572,-0.4929704,7.59976,-32.02042,18.31298,-6.054718,-25.70431,-31.48182,E.C.=3.4.21.1
-207249.2,3068.770,205.7071,-7.753463,-79.6573,-306.4330,-139.3389,-195.2935,44.33021,-174.2090,18.33277,-0.7111987,-42.06638,-30.81816,-18.40396,E.C.=1.14.19.2
-46002.03,6711.61,-961.2678,16.57980,-48.17179,63.05258,39.90087,10.62957,22.29934,-19.52515,10.86122,1.358976,-7.836396,-3.672529,-0.2234412,E.C.=3.1.27.5
-60226.14,7155.966,-481.1261,-97.7076,46.15696,-9.196687,-89.51254,-35.74989,-46.85996,14.42312,12.58090,-47.18588,64.40214,13.41364,-26.84589,E.C.=3.4.23.16
-284228.5,2585.487,1299.967,248.5479,183.7234,-88.69757,231.0930,-120.9583,123.7364,75.82049,-10.45435,66.87778,4.029748,53.21087,-97.89287,E.C.=2.3.1.16
-256613.0,5270.73,1107.160,163.1082,26.09575,322.2799,-40.10841,28.119,8.253487,-78.51072,-81.75642,-6.352552,45.23461,-63.35157,32.18599,E.C.=1.1.1.1
-256337.3,5238.389,1115.016,187.9769,28.01159,307.0968,-45.54836,46.15868,21.24433,-57.67366,-73.98792,4.772334,35.56656,-67.43961,23.88700,E.C.=1.1.1.1
-88193.62,5702.513,-997.8027,354.7912,114.6192,60.99315,-30.87483,-10.56188,-28.01302,-23.79828,38.45149,-6.093273,6.121065,-74.9881,-67.3246,E.C.=4.2.1.84
-88228.87,5712.388,-996.9916,357.6396,118.9915,57.20255,-29.87608,-13.40720,-18.66605,-21.72564,29.01845,5.056156,6.919637,-76.79437,-66.87675,E.C.=4.2.1.84
-83323.64,6705.784,-683.2318,134.4667,134.5761,-95.93337,14.36356,14.47084,-49.28853,65.63466,10.45617,6.600662,-10.99347,15.38524,-6.208494,E.C.=4.2.1.84
-630025.3,-24282.77,-143.7745,-325.32,114.8764,-493.0983,-203.5771,16.12811,143.7764,100.153,247.9477,22.73117,108.1557,-80.3062,31.87673,E.C.=2.4.1.1
-255496.4,1774.854,1147.622,22.44039,399.2004,-117.8426,-169.9585,-22.97253,-103.2265,77.36814,15.45368,59.57441,102.4142,-36.26744,-11.43962,E.C.=2.6.1.1
-338710.9,-993.4639,-848.6156,147.5252,419.1464,92.98606,15.34058,14.38965,1.902624,-35.06309,-63.21486,-110.3218,52.46405,7.072303,65.0963,E.C.=3.5.1.11
-66944.52,6321.504,-1783.501,530.8581,-15.07227,-309.0997,-14.34113,31.03716,-27.62744,-18.33632,32.63833,-15.80721,-31.04683,62.15095,14.11947,E.C.=3.5.1.11
-340627.7,-746.247,-925.691,120.8715,433.6867,86.54253,41.6561,-32.38127,-1.452454,-44.67604,-75.91781,-97.27746,71.26664,25.65271,77.08593,E.C.=3.5.1.11
-789.647,373.0554,-205.8062,113.6225,16.52887,-25.50862,2.342606,2.523918,-3.915249,-0.4783283,-1.326145,0.2902848,2.523660,0.2396214,4.077957,E.C.=3.4.21.5
-93654.06,5827.069,113.5286,-250.7916,11.25704,-90.18266,38.60016,57.56343,27.18590,45.14911,-51.03607,39.70967,-47.16897,-38.76599,-35.52506,E.C.=1.5.1.3
-257197.2,2540.674,1075.135,21.96479,386.9207,-54.43498,-159.3121,-88.96399,-128.9553,80.0434,-1.453447,8.926014,87.46242,-28.0457,-35.30521,E.C.=2.6.1.1
-146108.1,3937.439,59.60834,207.0060,-149.2997,-169.6186,2.085949,61.96884,49.07145,-104.4239,-9.256488,51.96327,-10.43450,8.45633,-2.186113,E.C.=2.1.1.45
-239121,4775.275,569.4445,400.0348,291.7220,-20.68008,200.5113,131.9991,302.2215,-35.72242,-39.30546,107.0219,14.26877,32.94671,-37.67796,E.C.=4.2.2.2
-789.9302,373.8673,-206.9319,114.7245,16.46194,-26.27862,1.111346,1.515798,-3.478102,-0.1098006,-1.790483,-2.188688,1.060086,0.7392415,4.523505,E.C.=3.4.21.5
-322489.7,659.5248,-215.7452,400.8563,-134.6783,207.4693,172.5622,-102.1606,90.6371,-169.0524,-18.94949,18.71702,-35.96471,16.15023,19.22066,E.C.=3.1.3.1
-322579.6,623.2278,-199.4574,396.3321,-115.1113,191.7970,162.4414,-70.71796,99.10286,-206.4535,4.810052,8.290627,-40.08205,31.42125,31.9153,E.C.=3.1.3.1
